user_id,item_id,rating,timestamp,title,brand,category
A6ZR4X45H2ZPV,630025075X,1,1203811200,David Gilmour VHS,Michael Kamen,"['Rock', 'Progressive', 'Progressive Rock']"
A2SPMLHB7ZA836,6302374286,5,1038268800,Madonna Live-The Virgin Tour (1985) [VHS],Madonna,"['Pop', 'Adult Contemporary']"
A2SPMLHB7ZA836,6305610444,5,968284800,Madonna - Video Collection 1993-99,Madonna,"['Pop', 'Adult Contemporary']"
A3L46ZRKNFN0SG,6305624364,5,983318400,Bjork: All Is Full of Love,Bjrk,"['Dance & Electronic', 'Trip-Hop']"
A3HE3A0X5RDD9D,6305899908,1,1357948800,Juggalo Championshit Wrestling VHS,,"['Rock', 'Rap Rock']"
A6ZR4X45H2ZPV,B0000000DK,3,969235200,Circle Is Cast,Libana,"['Folk', 'Contemporary Folk']"
A18UIRJY3LJY0S,B00000012T,3,1262995200,Old Soldiers Never Die,Heads Hands & Feet,"['Pop', 'Oldies']"
A3GO7KI1G6Q7U6,B0000006NE,4,1154649600,Legends,Smith/Van Eps,"['Jazz', 'Cool Jazz']"
A335QXPTV1RIV1,B0000007E5,5,919814400,Love's Illusion: Music from the Montpellier Codex 13th Century,Anonymous 4,"['Classical', 'Sacred & Religious']"
A30AGM4ARFLGFH,B0000009QI,5,1047686400,Rant in E Minor,Bill Hicks,"['Comedy & Spoken Word', 'Stand-Up Comedy']"
AJ0I8H7U2R8YQ,B000000IVW,5,1391126400,Appetite for Destruction,Guns N' Roses,"['Classic Rock', 'Album-Oriented Rock (AOR)']"
AHMZEN51O7GS7,B000000OMC,5,1136160000,Security,Peter Gabriel,"['Rock', 'Progressive', 'Progressive Rock']"
A2D9TA1EYXA9KR,B0000013XH,4,1177459200,Romantic Music for Flute &amp; Harp,VARIOUS ARTISTS,"['Classical', 'Ballets & Dances', 'Polkas']"
A321VZSHHH8UV3,B0000014RB,5,1102377600,Driving Miss Daisy: Original Soundtrack,Hans Zimmer,"['Pop', 'Oldies', 'Traditional Pop']"
A143O79A5RFJV7,B0000014YD,1,1099440000,Star Wars: Shadows Of The Empire,Joel McNeely,"['Soundtracks', 'Movie Scores']"
A21TVBJMNGWRYE,B0000019G3,5,1132876800,Psychic Powerless Another Man's Sac,Butthole Surfers,"['Alternative Rock', 'Hardcore & Punk', 'Hardcore']"
A25BPIDT7XAP5Y,B000001AAS,5,1118016000,From the Heart,Daryle Chinn,"['Jazz', 'Soul-Jazz & Boogaloo']"
A2E5LZA5N5YNRC,B000001C6Q,5,1326758400,HAUNTING THE CHAPEL,Slayer,"['Metal', 'Pop Metal']"
AMTWN5EVLJYNL,B000001EZW,5,957398400,The Best of Meco,Meco,"['Dance & Electronic', 'Disco']"
A2G9JJ0EI0JVIA,B000001F6P,5,1281571200,Blue Jays,John Lodge,"['Rock', 'Progressive', 'Progressive Rock']"
AMTWN5EVLJYNL,B000001FDK,1,903830400,Grease Original 1978 Motion Picture Soundtrack,Olivia Newton-John,"['Soundtracks', 'Movie Soundtracks']"
A175NI2QLPFRGA,B000001FFT,5,1261180800,Radio Gospel Favorites,Statler Brothers,"['Christian', 'Country & Bluegrass']"
A18UIRJY3LJY0S,B000001FJR,1,1326067200,"Emerson, Lake &amp; Powell",Emerson Lake & Powell,"['Rock', 'Progressive', 'Progressive Rock']"
AJ0I8H7U2R8YQ,B000001FMX,5,1400112000,New York Dolls,New York Dolls,"['Alternative Rock', 'Hardcore & Punk', 'American Punk']"
