user_id,item_id,rating,timestamp,title,brand,category
A2D4HRAA7E0FRQ,0005019281,5,1248912000,An American Christmas Carol VHS,,['Movies']
A17TPT3FWAE5T1,0005019281,3,1008028800,An American Christmas Carol VHS,,['Movies']
A3VERR8USXCHS4,0005019281,5,1368835200,An American Christmas Carol VHS,,['Movies']
A2EKIE8ATFNAWU,0005019281,5,1387065600,An American Christmas Carol VHS,,['Movies']
A1BXVZSQOJE6UE,0005119367,5,1173916800,Joseph VHS,Ben Kingsley,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A3OWKT7JZV8NT9,0307142477,1,1196553600,Frosty Returns VHS,Jonathan Winters,"['Science Fiction & Fantasy', 'Science Fiction', 'Animation']"
A20XGN79DR0CRK,0307142493,5,1402444800,Santa Claus Is Comin' To Town VHS,Fred Astaire,"['Science Fiction & Fantasy', 'Science Fiction', 'Animation']"
A2AKR3QR28W09U,0310396336,5,1366934400,"Covenants, Kings, and the Promised Land: From Egypt to Qumran",,"['Genre for Featured Categories', 'Faith & Spirituality']"
A3IBOQ8R44YG9L,0615115187,4,958608000,George Lucas in Love,,['Movies']
A2QK0CLGM4Q0R3,0615115187,5,963360000,George Lucas in Love,,['Movies']
AQIA5GSVGL75I,0615544266,4,1361836800,Kimchi Chronicles,Jean-Georges Vongerichten,['Movies']
A13M2OZU0IWFY8,0738920762,3,1056412800,Sesame Street: 123 Count With Me,Caroll Spinney,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1E9N5FK21NDTD,0738920762,4,1026777600,Sesame Street: 123 Count With Me,Caroll Spinney,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
API5JLBRT6FIN,0738920762,5,1007769600,Sesame Street: 123 Count With Me,Caroll Spinney,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3EZAIV8G0JAHT,0767012739,5,1221782400,Italians in America VHS,Ted Dalaku,"['A&E Home Video', 'All A&E Titles']"
AA9BZ5Q8O22RL,0767023765,5,1389571200,The Crossing VHS,Jeff Daniels,"['A&E Home Video', 'All A&E Titles']"
A3DWO5RJDA430F,0767023765,5,1162425600,The Crossing VHS,Jeff Daniels,"['A&E Home Video', 'All A&E Titles']"
ARYWKFOWV7BFD,0767023765,5,1358553600,The Crossing VHS,Jeff Daniels,"['A&E Home Video', 'All A&E Titles']"
ADE9OU2OLWS3N,0767023765,4,1172448000,The Crossing VHS,Jeff Daniels,"['A&E Home Video', 'All A&E Titles']"
A25DT06UOR8PLT,0767087372,5,1390521600,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
A3JRW716H3AX14,0767087372,5,1267574400,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
A2OSWQQK3NWOM7,0767087372,5,1192579200,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
A28V2ZCVGKTKGI,0767087372,5,1376697600,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
A3U8J6HOIYKIFM,0767087372,5,1401580800,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
A12DQZKRKTNF5E,0767726227,3,1385078400,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
AAKPZYQ915MTG,0767726227,5,1372809600,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A37SFXAWN1CXO0,0767726227,5,1388534400,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
AJ0LVMSVJ0CN1,0767726227,5,1363824000,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A1UQR7U1U4WLO1,0767726227,4,1377820800,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A1PLE1RNXP5FTG,0767800311,5,971222400,Nil By Mouth VHS,Ray Winstone,"['Studio Specials', 'Sony Pictures Home Entertainment', 'Sony Pictures Classics', 'All Sony Pictures Classics']"
A3Q77CS1DEQLMG,0767800745,5,1009497600,A Friend of the Deceased VHS,Aleksandr Lazarev,"['Studio Specials', 'Sony Pictures Home Entertainment', 'Sony Pictures Classics', 'All Sony Pictures Classics']"
A3UXDKQONZIBZN,0767801814,5,1059264000,Charlie's Angels - Angels in Chains VHS,Ronald Austin,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
