user_id,item_id,rating,timestamp,title,brand,category
A1FZ4YSYCTX3Z6,0310275288,5,1360540800,The Jesus I Never Knew: Six Sessions on the Life of Christ,,"['Genre for Featured Categories', 'Drama']"
A2BE07PWAU7M7V,0767087372,1,1163203200,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
ASQDLBH53PKN8,0767726227,5,1360540800,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A1RSMKD7UBUC9S,0767726227,5,1344556800,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A1S4E1QSHSAD8O,0767726227,4,1343606400,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A13TDKG4ABIJZG,076780192X,4,1327190400,Close Encounters of the Third Kind VHS,Richard Dreyfuss,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2U8LADYTA9SXQ,0767803310,5,965260800,Men With Guns VHS,Federico Luppi,"['Studio Specials', 'Sony Pictures Home Entertainment', 'Sony Pictures Classics', 'All Sony Pictures Classics']"
A1EEDHQLN62ZO5,0767805712,5,1359504000,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
A1S6NL9MYQC6H0,0767808673,4,1384646400,Spice World,George Wendt,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A19ONYMSCZ5BKN,0767809254,5,1163116800,Steel Magnolias VHS,Sally Field,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2JMS2OH762VLF,0767809254,5,1058918400,Steel Magnolias VHS,Sally Field,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AZFJFCPHA946E,0767824571,5,1364256000,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A39B167PVMXUW3,0767835069,5,1388707200,The Prince of Tides VHS,Barbra Streisand,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2Q3W6WA59IKA,0780022319,5,1268352000,For All Mankind,Jim Lovell,"['Criterion Collection', 'All']"
