user_id,item_id,rating,timestamp,title,brand,category
A2D4HRAA7E0FRQ,0005019281,5,1248912000,An American Christmas Carol VHS,,['Movies']
A306NASGVUDFKF,0005019281,5,1132963200,An American Christmas Carol VHS,,['Movies']
A1UQEOKS2MQOAS,0005019281,4,1202428800,An American Christmas Carol VHS,,['Movies']
A1W584W9UW3XEU,0005119367,5,906768000,Joseph VHS,Ben Kingsley,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A1LEMO6BI9LTPF,0005119367,5,1400284800,Joseph VHS,Ben Kingsley,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A3IBOQ8R44YG9L,0615115187,4,958608000,George Lucas in Love,,['Movies']
AQIA5GSVGL75I,0615544266,4,1361836800,Kimchi Chronicles,Jean-Georges Vongerichten,['Movies']
A1E9N5FK21NDTD,0738920762,4,1026777600,Sesame Street: 123 Count With Me,Caroll Spinney,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3EZAIV8G0JAHT,0767012739,5,1221782400,Italians in America VHS,Ted Dalaku,"['A&E Home Video', 'All A&E Titles']"
A25DT06UOR8PLT,0767087372,5,1390521600,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
A2OSWQQK3NWOM7,0767087372,5,1192579200,Upstairs Downstairs Complete Series A&amp;E,,"['Genre for Featured Categories', 'Action & Adventure']"
AAKPZYQ915MTG,0767726227,5,1372809600,Mel Brooks Collector Set VHS,Cary Elwes,"['Studio Specials', '20th Century Fox Home Entertainment', 'Musicals', 'General']"
A1ETV7PW3286IM,0767803434,5,896832000,Air Force One,Wendy Crewson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2I87OY16UP61R,0767803434,1,986428800,Air Force One,Wendy Crewson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1JJM6COMQOO4Y,0767803434,4,1365811200,Air Force One,Wendy Crewson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A16YOB8YFHID3Y,0767804325,5,1210464000,Absence of Malice,Bob Balaban,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1RVY7CQW01D41,0767805712,5,1033257600,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
AJPNK5C4L91MM,0767805712,4,958867200,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
AJX0Q5B0QEP57,0767805712,4,1028073600,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
A3KVV8JFC2G6WA,0767805712,4,1310515200,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
A689W8L78ZQR5,0767805712,5,960854400,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
A1QZ2P94TQEBDV,0767808673,3,952732800,Spice World,George Wendt,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2U7DXDNYBBLQJ,0767808673,5,1299888000,Spice World,George Wendt,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3C9ZUZE9OLEEM,0767808673,5,1041033600,Spice World,George Wendt,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A11617B1NW474D,0767809254,5,1180051200,Steel Magnolias VHS,Sally Field,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A16EXN8MPV1LP5,0767814908,3,1117497600,Into Thin Air:Death on Everest VHS,Peter Horton,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3JM7ZRLXC18UC,0767815335,1,996796800,The Last Action Hero VHS,Arnold Schwarzenegger,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1OK9M013BF5RC,0767815335,4,1229299200,The Last Action Hero VHS,Arnold Schwarzenegger,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2TD13LRUGU46X,0767815335,5,1085702400,The Last Action Hero VHS,Arnold Schwarzenegger,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A36JRTSX97XUMY,0767817648,5,1363651200,Blue Thunder,Warren Oates,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A08324222HTYZDE4L3F8Z,0767817648,5,1370304000,Blue Thunder,Warren Oates,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AIW2B5CZEUTS5,0767817664,5,1202428800,Fright Night,Amanda Bearse,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AEVS7RZ667VH4,0767817664,4,1181174400,Fright Night,Amanda Bearse,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A26ZSYRPA1TCI5,0767817664,5,1161129600,Fright Night,Amanda Bearse,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1WHAJUBDQFM3Y,0767818105,1,1079481600,Roxanne,Rick Rossovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3AIIBXOIZ3J2O,0767819462,5,980035200,Stepmom VHS,Julia Roberts,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2YO4PV4LCYJHA,0767821408,5,1364169600,Bottle Rocket,Owen Wilson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A14B73GG8OFXKH,0767821408,5,1010793600,Bottle Rocket,Owen Wilson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
ANCNEU3MD7RR,0767821408,3,1155081600,Bottle Rocket,Owen Wilson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2UIH7H2653DFS,0767821408,3,1118188800,Bottle Rocket,Owen Wilson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AX3T5TI76TOJ1,0767821610,4,1344643200,Eyes of Laura Mars,Faye Dunaway,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2YUPA56DIORO6,0767824555,3,1248048000,Hard Times,Charles Bronson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AYQY3RB33F4J6,0767824571,5,1039824000,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A30CG6CA9M3AWP,0767824571,5,1278806400,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2NUTM1FBPSTOE,0767824571,5,1361750400,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1LH6RF4UN9VI6,0767824571,5,959126400,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A34WLHY06FVBKP,0767824571,5,1013472000,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1VYZE8SUYU9B9,0767824571,5,1218499200,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A24RFFJAMSTSQP,0767824571,5,1318550400,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A26TWY9AD935HC,0767824571,5,1097798400,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2QW2V285U824L,0767824571,5,1010016000,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3EZ2PLA8AFPIF,0767824571,5,1087344000,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A15XXOVX6ZNNRO,0767824571,5,1125792000,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3JHIX76IRVT6L,0767834739,5,1388275200,Resident Evil: Apocalypse,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A102K2AH06SY4L,0767836359,5,1392854400,A River Runs Through It,Brenda Blethyn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A32JLWU29Z3AGP,0767836359,5,1368662400,A River Runs Through It,Brenda Blethyn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3TK2IOP8UQ087,0767839129,4,1004918400,The Messenger: The Story of Joan of Arc VHS,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1ZJJL01LVZQGU,0767839129,1,1064793600,The Messenger: The Story of Joan of Arc VHS,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A206I2W4LFQ778,0767839129,5,1062288000,The Messenger: The Story of Joan of Arc VHS,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2IRYEO9UQ8AC5,0767839129,4,959731200,The Messenger: The Story of Joan of Arc VHS,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2TUCS8O6AJXKJ,0767839129,2,1039737600,The Messenger: The Story of Joan of Arc VHS,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3C76TEZ0IYBCR,0767839129,3,1303084800,The Messenger: The Story of Joan of Arc VHS,Milla Jovovich,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2WIBM1KWAOPCO,0767839277,4,956880000,The Adventures of Elmo in Grouchland,Mandy Patinkin,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A34X0JH8GU1TCL,0767850823,4,1064448000,Gen-X Cops,Jackie Chan,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A32Y55Z00QI12S,0767853636,4,1238976000,Annie,Aileen Quinn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1H4DXP4FARYYU,0767853636,5,1402617600,Annie,Aileen Quinn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A2ALDF5E2WY5TC,0767853636,1,1121904000,Annie,Aileen Quinn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3RXXL1V5LAZX6,0767853636,1,1347667200,Annie,Aileen Quinn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AO3ZVS2A1SZ3Y,0780021045,5,1392681600,Samurai I: Musashi Miyamoto - Criterion Collection,Toshir Mifune,"['Criterion Collection', 'All']"
A1484U2Y4YFX2R,0780021045,4,1050796800,Samurai I: Musashi Miyamoto - Criterion Collection,Toshir Mifune,"['Criterion Collection', 'All']"
A1484U2Y4YFX2R,0780021932,4,1051056000,The Wages of Fear,Yves Montand,"['Criterion Collection', 'All']"
A387YLO8B1CCB8,0780021932,5,958435200,The Wages of Fear,Yves Montand,"['Criterion Collection', 'All']"
A3BEQRW4Z93GP0,0780021932,5,1175644800,The Wages of Fear,Yves Montand,"['Criterion Collection', 'All']"
AWM5W0MZYXF29,0780022386,4,943401600,The Unbearable Lightness of Being,Daniel Day-Lewis,"['Criterion Collection', 'All']"
A3RKS9KC04UXJP,0780022386,4,1393632000,The Unbearable Lightness of Being,Daniel Day-Lewis,"['Criterion Collection', 'All']"
A3J9E135CBVPGN,078060718X,4,1167091200,Rapture VHS,Mimi Rogers,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A1J75JJ0Q2OEJN,078060718X,3,1101427200,Rapture VHS,Mimi Rogers,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A39VT91VD5N5ZZ,0780615573,5,1251072000,Bachelor Mother VHS,Ginger Rogers,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A328AACLGP6ZI3,0780620372,5,1174867200,Love Valour Compassion VHS,Jason Alexander,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A3K3EMRRT9JNJ3,0780620496,5,1402876800,For Roseanna VHS,Jean Reno,"['Art House & International', 'By Country', 'United Kingdom', 'Comedy']"
A2XSWEYSH87OQ4,0780621832,5,1173571200,She Wore a Yellow Ribbon VHS,John Wayne,"['Studio Specials', 'Warner Home Video', 'Warner Video Bargains', 'Westerns']"
