user_id,item_id,rating,timestamp,title,brand,category
AZ3SNS9WZ16LL,0005119367,5,1358035200,Joseph VHS,Ben Kingsley,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A3OWKT7JZV8NT9,0307142477,1,1196553600,Frosty Returns VHS,Jonathan Winters,"['Science Fiction & Fantasy', 'Science Fiction', 'Animation']"
A2AKR3QR28W09U,0310396336,5,1366934400,"Covenants, Kings, and the Promised Land: From Egypt to Qumran",,"['Genre for Featured Categories', 'Faith & Spirituality']"
A1ZMV5QSAR8V2L,0739040375,5,1380758400,"Paul Gilbert: Intense Rock, Vol. 1 and 2",,"['Genre for Featured Categories', 'Music Videos & Concerts']"
A2H4LKU7CPIUU9,0767803434,1,1354320000,Air Force One,Wendy Crewson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
ARWCFLO1Q0XY9,0767803434,3,1141603200,Air Force One,Wendy Crewson,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3SJ3BD9JTMJ7L,0767805712,4,1404950400,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
AZB2XL16IA1XA,0767805712,5,990576000,Gattaca,Ernest Borgnine,"['Science Fiction & Fantasy', 'Science Fiction', 'Futuristic']"
A2D6SMKFCTEFEK,0767808673,5,1111449600,Spice World,George Wendt,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A05026511FQMVPVJH3KP8,0767809254,4,1396137600,Steel Magnolias VHS,Sally Field,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1LFOYG8FNMUYK,0767815963,1,1232668800,A Muppet Family Christmas VHS,Frank Oz,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A200FYUVU6GG4P,0767819454,4,967766400,Idle Hands VHS,Devon Sawa,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3GZQSE36YH6I6,0767824571,4,1066089600,Monty Python and the Holy Grail,Graham Chapman,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A3MA0IM3OW7DOZ,0767827686,5,1213660800,Iron Eagle,Jason Gedrick,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
AIQLACW0D0FS2,0767836359,3,1152662400,A River Runs Through It,Brenda Blethyn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
A1LFOYG8FNMUYK,0767853636,5,1391212800,Annie,Aileen Quinn,"['Studio Specials', 'Sony Pictures Home Entertainment', 'All Sony Pictures Titles']"
ALZ5Y1CE0DWQ1,0780622383,5,1018396800,Dolores Claiborne VHS,Kathy Bates,"['Studio Specials', 'Warner Home Video', 'Warner Video Bargains', 'Drama']"
A5TWY2J3AL8EQ,0780630068,5,1400284800,The Virginian VHS,Bill Pullman,"['Studio Specials', 'Warner Home Video', 'All Titles']"
A3HY4TPGWGZ8BV,0780630866,5,1224028800,A Nightmare on Elm Street 3 - Dream Warriors,Chuck Russell,"['Genre for Featured Categories', 'Action & Adventure']"
A3HY4TPGWGZ8BV,0780630874,5,1224028800,A Nightmare on Elm Street 4: The Dream Master,Robert Englund,"['Genre for Featured Categories', 'Horror']"
A4C69BVFXIGVC,0783217048,4,1017532800,To Wong Foo Thanks for Everything VHS,Wesley Snipes,"['Studio Specials', 'Universal Studios Home Entertainment', 'All Universal Studios Titles']"
A2O5WZXN0WGW50,0783217048,5,1388707200,To Wong Foo Thanks for Everything VHS,Wesley Snipes,"['Studio Specials', 'Universal Studios Home Entertainment', 'All Universal Studios Titles']"
A1G5R7BCVM5ULQ,0783222726,5,1001808000,The Chipmunk Adventure VHS,Ross Bagdasarian Jr.,"['Science Fiction & Fantasy', 'Science Fiction', 'Animation']"
APC80YXO8LXWE,078322561X,5,1388102400,Babe - Pig in the City VHS,Magda Szubanski,"['Studio Specials', 'Universal Studios Home Entertainment', 'All Universal Studios Titles']"
A1EAAH5UM5P8SB,078322687X,5,1328486400,The Breakfast Club,Emilio Estevez,"['Studio Specials', 'Universal Studios Home Entertainment', 'All Universal Studios Titles']"
A3S489PH1WFFUA,078322740X,4,1363824000,Housesitter,Steve Martin,"['Genre for Featured Categories', 'Comedy']"
ASV20IIQCVE9H,0783228686,5,1252627200,Black Dog,Patrick Swayze,"['Genre for Featured Categories', 'Action & Adventure']"
A49CARV168NS1,0783230346,5,1185753600,The Eiger Sanction,Clint Eastwood,"['Genre for Featured Categories', 'Action & Adventure']"
A3J3NGEIHCAT4E,0783230427,4,1383436800,Village of the Damned,Christopher Reeve,"['Science Fiction & Fantasy', 'Science Fiction', 'Alien Invasion']"
APC80YXO8LXWE,0783230486,5,1382227200,How to Make an American Quilt,Winona Ryder,"['Genre for Featured Categories', 'Comedy']"
A1HALUZL6JHO3Y,0783235410,4,1078358400,In Dreams,Annette Bening,"['Paramount Home Entertainment', 'DreamWorks']"
